ImageName	SEF_B0	SEF_B1	SEF_B2	SEF_B3	SEF_B4	SEF_M0	SEF_M1	SEF_M2	SEF_M3	SEF_M4	MCT_B0	MCT_B1	MCT_B2	MCT_B3	MCT_B4	MCT_M0	MCT_M1	MCT_M2	MCT_M3	MCT_M4	EDG_B0	EDG_B1	EDG_B2	EDG_B3	EDG_B4	EDG_M0	EDG_M1	EDG_M2	EDG_M3	EDG_M4	CEN_B0	CEN_B1	CEN_B2	CEN_B3	CEN_B4	CEN_M0	CEN_M1	CEN_M2	CEN_M3	CEN_M4	NEC_B0	NEC_B1	NEC_B2	NEC_B3	NEC_B4	NEC_M0	NEC_M1	NEC_M2	NEC_M3	NEC_M4
AAC1	-0.06470381894320423	2.076390194998804	0.5571717901159556	0.27964583189605613	1.1168999530058696	-0.32790199577381607	0.806642356684616	1.766891061680896	0.2875284218170704	1.6484126841095361	-2.6391345012965486	0.8226429665657994	-0.5472091569402765	-0.03718807306980144	0.3231533307510765	-0.9256399901317218	0.978708348395401	0.10055413050678563	0.36263851792673085	0.9893805906172966	3.3119647928659073	-0.3511172783863088	0.6940031859866346	0.12248320673584986	-0.20035294790096972	1.4891845527992906	-0.3181282543656819	0.15217897805434263	-0.45532865823941826	-0.5436386177858233	-2.8138818197441444	0.8077457854163653	-0.6826162227282294	-0.04037418851254057	0.2600085055436603	-1.614195854004593	0.3594391951681352	0.02720423532925214	0.5855892467431905	1.35448921180952	-0.36666146370573444	-0.3594698756662376	1.2587959422104453	0.3787222462149861	-1.33768748748515	-1.9445473357404033	-0.3619250893939552	-1.0610732023063496	-3.751905135050937	-1.264262537029617
AAC3	0.0809933015753006	-0.4455241827462323	0.30318417740718895	-0.29959773406978535	0.015441562346293135	0.5776700279776361	1.0486826107729976	-0.16836970425496883	-0.44377608767260573	0.3311213199072639	-1.2238552276778596	-1.758839022243875	-0.3669535065948506	-1.6699629403983147	-0.6607629012526456	0.44228655466469224	0.13393166134137194	-0.5859028652688165	-0.3215881620815821	-0.6435742417927429	1.501877492318419	1.5583648026147283	0.2650226349363385	1.4252812001955903	0.19605135261154094	-0.6536099219325945	0.5409791707728251	0.5301369493169571	-0.27421968341836084	0.3921526609071116	-1.363105934144067	-1.642383188778344	-0.32673981655210876	-1.3861676066781505	-0.4453056571598411	1.2099973631352146	-0.289238528320135	-0.5238360349843271	0.20747149690648467	-0.3042316043409376	1.205111907686963	-0.5218268301957975	0.04275807939170067	-1.5104412729335286	1.1529298780565636	0.9148762050379	-1.6494630614222765	-1.0831924427058475	-1.86552541059796	-1.4783753941632432
AAH1	-1.6832605820430817	-1.6446776950816915	-1.3138562548799801	-1.5570031665632766	-2.351108992755617	-0.8989941729587031	-1.0961217702641242	-1.2752391736401543	-1.5116584134241464	-0.2264065609428113	-1.1033791839508156	-1.245798359202396	-2.0167501834153403	-2.2934328499716603	-4.388088024408493	-0.7240971253196151	-1.2141026403720652	-1.5863305086170076	-2.1868930888957383	-1.3541294340858863	0.9961711448334782	1.0752981519742881	2.4372839017697703	2.3651666322266216	3.707752854818165	1.0161239627951626	0.6225090332614387	1.0525214969406858	1.25539730629718	0.1816126345780146	-0.9928068372512495	-1.028424893221672	-1.7587245515394327	-2.4834902324704347	-3.6205108180665757	-1.1473679186282855	-0.6716250553587502	-1.0538146950720875	-1.668033494677353	-0.11897166209249968	-0.5677186291656736	-0.5018538827883098	-0.7579921789693276	0.7418784938943177	-1.5120732368695067	-0.690344731998353	-1.2460975798313199	0.5880456259213748	-0.3884684397196453	-1.7423723433345668
AAP1	0.06742394757252883	0.21834830872051028	-1.0628722464339067	-0.8983630790555674	-1.806916779046891	-1.1761770972221888	0.06290846618302086	-2.2048204204483106	-1.5611104417037687	-1.281265036917597	0.9495120917942098	0.8919807226825008	1.7507520102283873	0.2227167730093451	-0.307555958829042	-0.598966451943036	0.3225776226342277	-0.44943071092218595	0.3939755442179638	0.5226117035966157	-0.2663627530438773	-1.0331972213392668	-0.39868565552399826	0.061645954619229726	0.17361726104015587	0.9409336572589866	0.16368708464585327	0.33798451569134313	-1.0647518246538852	-1.9891636499582228	0.7916540163049861	0.9276588304548774	0.9711353723359665	0.2997390137910603	-0.0795186827675516	-0.6737011348839098	0.21881100105661794	-0.0039802737611201126	0.6236629783288508	2.1793294607795	0.6699684237395185	0.37106807146356025	1.5370510777739976	-0.9385634339733737	-0.34174159263203063	-1.3205757242208043	2.0481287429986894	-3.775265793778203	1.9723045177352205	0.593767869067671
AAR2	0.8910793236072319	0.10995820443400353	-0.4077661575934329	0.32501325592875097	-0.13819582548246948	0.9502634213363665	0.5129247171724957	0.5997590880176682	0.11342818816212466	0.4897414203852708	0.30846404640985653	0.2007980405230025	-0.21303625651672461	0.4136581871610773	0.3754709302695149	0.7515026795965077	0.36231024728684047	0.45730365966848263	-0.06970710703721314	0.9205718572241864	-0.38329805137119427	-0.3906619164205062	0.45006811817958303	-0.5108382748234668	-0.3332622582620302	-1.306978942471009	-0.25916215290212474	-0.76314464558467	-0.24697849023999915	-1.3372377635131172	0.3626927080565887	0.2577447834006563	-0.17406453236629446	0.3882636137397617	0.44189825517829223	0.7239540394954547	0.24271015306175917	0.5262203347116682	0.0903698592887296	1.2029356028678941	1.3182718230327717	-0.4581608058644844	-0.2779079321812918	-0.29025504091520693	-0.9046851882852147	-1.895569355068769	-0.05336260681667154	-1.3648974854274474	-1.7585888691399647	-0.25544517857873417
AAT1	0.4489435431264392	-1.6816737077455053	0.037408011596829716	0.486678065132578	0.879427698092351	-0.3711527342336302	1.088393692411918	0.6682938581914474	0.378134882642594	0.5927157045494543	0.9987744272506509	-0.7914847485959317	0.209385973364525	1.0203251274202971	1.5464790979625116	-0.468417188122383	1.1875315809990483	0.18845021213099553	-0.1760760352567612	0.7846419190315204	-0.8268174067028234	1.0785683595822628	0.12845530764725296	-1.1542982160586508	-1.6676998883835406	1.3013501951561304	-0.27406616796662514	0.8461554403000112	-0.48385682115455275	-0.887512353426801	1.6823129974755764	-1.0662674377510948	-0.7607892975057147	1.0599593653563186	2.026139080375839	-1.1789900322559037	0.5756624953606652	-0.6675193553495329	-0.04191737106811242	1.2083594862176579	0.16581397083534324	-0.08104346624831132	-0.5523152246403711	1.8311535097643397	1.1858753983616315	0.3546627057451819	-0.9671588457016479	0.014564054863093581	-1.3989500978818585	-0.6536452930806878
ABC1	-0.077589090177131	-1.3414519885512313	0.4793815266920393	-0.7087635717272396	-0.9743021413888745	-0.9841760860776347	-0.1565361753104069	-1.2569634686238262	-0.6928743803188409	-1.185597459835278	0.07176270718963276	-1.6844269327879748	0.24668124321223783	-0.9043523267393337	-0.9101111948982308	-0.7290003085984335	-0.8647965865162129	-0.8792933709623554	0.03244977072613388	-1.4518098913573019	-2.409833189297691	0.9485692058376873	-1.7082523523672997	0.9729221669090792	0.28065007118822427	0.5091241081689617	-0.5768442513388502	-0.049278224324623525	1.5726690082677064	-0.14575286294246434	1.059084667360745	-0.8199660542978723	1.6871745845827926	-0.9897228811247799	-0.7927041419692218	-0.353239667460353	0.8438777731643187	0.40743658074667793	-0.6172953930503787	-0.04650731386048934	-1.272255978598918	-0.23004246380678334	0.8443995975687799	1.198226226749284	-2.58520303927497	-2.2065076434930924	-1.6031606588712397	-5.148693173427352	1.5958712871460246	0.379654907514642
ABD1	-0.38449792059120574	0.5896884832538394	0.5565114794321022	1.0936451286985969	0.9388982101124419	1.6761386613814893	0.03241560094515726	1.7800561986623888	0.6739516948849914	1.935038364219022	-0.8461468217695244	0.9371434259305865	0.4589907987159493	0.8562666945960006	0.513591838366175	1.5006720366641961	0.7873299623455015	1.6218124089838821	0.7428777256692669	1.3093342577212599	0.5317908194227295	-1.0595427010728922	-0.5729872244495023	0.0074550765145402495	0.2860962532528117	-1.368476853640024	-0.9253906434284862	-1.3208563665475006	-1.13686679616622	-1.8662997802139574	-0.9276675235462818	0.8458214555177487	0.6020114642896541	-0.23507943467785353	-0.3685403491025876	0.7401709170917091	1.2674633857787434	1.3843014352492828	1.2368286471434133	1.831373215720123	0.07649700314953116	-0.4750147947055577	0.07938864826315992	1.6569785041520444	0.33668546971133695	0.839343773701988	0.2512477968563229	0.8588875278835727	1.1167878454590405	-0.5624077452077287
ABF1	-0.020879724257997445	1.8337807182260697	0.7991369449186458	0.27659120195951936	1.206460845952435	1.3115332766104064	1.0789031790319348	1.2588687075418434	0.6912510183022864	1.0896440683449118	0.47274951049666863	1.6610704749268244	0.8541226410708747	0.6397275428444964	1.2438958167405048	1.4256978756839616	1.206131660557171	1.262337478131229	0.5794881300352269	0.960945171259653	0.1230251866658247	-1.0894608211391124	0.4448845942368858	-0.19228672992977996	-2.8071857061604075	-0.5042758136409662	-1.5353249344339621	-0.5325265746138094	-0.5119461641196311	-0.977717780866735	0.015441906296429388	1.19667447202988	-0.8702084770342615	0.15677453893180457	3.1809203658734537	0.45169532200802376	1.224583657293832	0.9501711615903805	0.6344437320970698	1.1237096065980825	0.14896849490458572	-0.49861553542837755	-0.17891088653420847	0.035511870647656	0.33115398140877234	2.0285440055503545	-0.17287998878165803	0.6953717953623388	-0.012230872960494445	-0.9906240186125489
ABF2	-0.14234397155357914	0.16540733721720993	-0.835695725313792	-0.6866987059032965	1.0549015826835135	0.5001683266217097	0.11256224600803685	-0.015568247008921801	-1.8005969137141378	1.0037708893456696	-0.7504833184855813	-0.557287288286671	-0.42714546380674123	-1.4878502507821718	1.4521003949308224	-1.0487101990209362	0.2472566347080292	-0.5969161439711257	-1.3401662883399956	1.5942546010519636	-0.15993325095173683	1.7337625693164926	-0.9494440414150209	0.2540568798206598	-1.804002722549471	-0.6735910178821302	0.16781139999825367	1.2490869865637577	1.5315460800207592	-0.14068112868980645	0.25209200194315834	-1.6972615644327012	0.9496815444283561	-0.6165001836855304	2.42685368152281	0.2724975864478739	-0.22011635853966008	-0.930402198113456	-1.731207093411133	0.5514657307534764	-0.7414516581265111	-0.8841691560157138	-0.9472732124690023	0.34436262642575377	-0.2209851729683485	0.7205085186096526	-2.6313811970657257	-0.43156038335897673	-1.2500243975014913	0.647553284287256
